Age,Attrition,BusinessTravel,DailyRate,Department_x,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole_x,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Name,Department_y,JobRole_y,Performance Score,KPI Score,Attendance (%),Peer Rating,Task Completion (%),Work Hours Logged,Manager Feedback,Training Hours,Promotion Eligibility
20,Yes,Travel_Rarely,500,Sales,2,3,Medical,1,922,3,Female,49,2,1,Sales Representative,3,Single,2044,22052,1,Y,No,13,3,4,80,0,2,3,2,2,2,0,2,Umang Chanda,HR,Recruitment Specialist,75,74.72,77.29,4.0,81.21,46,4.6,28,No
21,Yes,Travel_Rarely,1427,Research & Development,18,1,Other,1,923,4,Female,65,3,1,Research Scientist,4,Single,2693,8870,1,Y,No,19,3,1,80,0,1,3,2,1,0,0,0,Ojas Sunder,Sales,Sales Executive,91,81.44,75.5,3.6,87.5,45,3.5,3,No
36,No,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,1,924,3,Male,68,3,2,Healthcare Representative,4,Married,6586,4821,0,Y,Yes,17,3,1,80,1,17,2,2,16,8,4,11,Emir Kurian,Marketing,Marketing Executive,59,67.35,85.92,4.8,85.21,50,4.9,13,No
47,No,Travel_Rarely,1454,Sales,2,4,Life Sciences,1,925,4,Female,65,2,1,Sales Representative,4,Single,3294,13137,1,Y,Yes,18,3,1,80,0,3,3,2,3,2,1,2,Sahil Thakur,Sales,Business Development,54,91.43,84.75,4.2,94.18,37,4.4,11,No
22,Yes,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,926,2,Female,34,3,2,Manufacturing Director,3,Married,4171,10022,0,Y,Yes,19,3,1,80,1,4,3,4,3,2,0,2,Lakshit Kurian,IT,Software Engineer,66,62.72,81.46,3.1,88.27,46,3.1,25,No
41,Yes,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,1,927,2,Female,57,1,1,Laboratory Technician,4,Divorced,2778,17725,4,Y,Yes,13,3,3,80,1,10,1,2,7,7,1,0,Neelofar Bansal,Finance,Accountant,77,78.06,90.55,3.5,88.96,40,3.3,26,No
28,No,Travel_Rarely,995,Research & Development,9,3,Medical,1,930,3,Female,77,3,1,Research Scientist,3,Divorced,2377,9834,5,Y,No,18,3,2,80,1,6,2,3,2,2,2,2,Onkar Sethi,Marketing,Marketing Executive,75,73.85,87.38,3.5,86.05,40,3.0,17,No
39,Yes,Travel_Rarely,1122,Research & Development,6,3,Medical,1,932,4,Male,70,3,1,Laboratory Technician,1,Married,2404,4303,7,Y,Yes,21,4,4,80,0,8,2,1,2,2,2,2,Purab Bahl,Finance,Financial Analyst,54,82.94,78.25,5.0,76.22,41,3.8,26,No
27,No,Travel_Rarely,618,Research & Development,4,3,Life Sciences,1,933,2,Female,76,3,1,Research Scientist,3,Single,2318,17808,1,Y,No,19,3,3,80,0,1,2,3,1,1,0,0,Urvi Joshi,Finance,Accountant,88,91.95,99.55,4.2,70.37,54,4.1,23,Yes
34,No,Travel_Rarely,546,Research & Development,10,3,Life Sciences,1,934,2,Male,83,3,1,Laboratory Technician,2,Divorced,2008,6896,1,Y,No,14,3,2,80,2,1,3,3,1,0,1,0,Raunak Sahota,Sales,Business Development,92,78.27,88.52,3.3,81.95,44,3.0,21,No
42,No,Travel_Rarely,462,Sales,14,2,Medical,1,936,3,Female,68,2,2,Sales Executive,3,Single,6244,7824,7,Y,No,17,3,1,80,0,10,6,3,5,4,0,3,Jiya Sur,IT,Cybersecurity Specialist,75,85.12,99.19,3.6,96.03,36,5.0,22,No
33,No,Travel_Rarely,1198,Research & Development,1,4,Other,1,939,3,Male,100,2,1,Research Scientist,1,Single,2799,3339,3,Y,Yes,11,3,2,80,0,6,1,3,3,2,0,2,Samiha Tripathi,HR,Employee Relations,73,62.66,95.68,3.9,91.76,52,4.6,15,No
58,No,Travel_Rarely,1272,Research & Development,5,3,Technical Degree,1,940,3,Female,37,2,3,Healthcare Representative,2,Divorced,10552,9255,2,Y,Yes,13,3,4,80,1,24,3,3,6,0,0,4,Tanya De,Sales,Account Manager,71,62.79,80.03,3.1,73.31,47,3.9,26,No
31,No,Travel_Rarely,154,Sales,7,4,Life Sciences,1,941,2,Male,41,2,1,Sales Representative,3,Married,2329,11737,3,Y,No,15,3,2,80,0,13,2,4,7,7,5,2,Tara Bal,Finance,Accountant,77,88.0,89.14,4.0,95.8,55,3.8,0,No
35,No,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,1,942,4,Female,51,3,2,Healthcare Representative,4,Married,4014,19170,1,Y,Yes,25,4,4,80,1,10,2,1,10,6,0,7,Rohan Arora,HR,Employee Relations,69,65.11,86.98,3.2,94.57,50,3.7,4,No
49,No,Travel_Rarely,527,Research & Development,8,2,Other,1,944,1,Female,51,3,3,Laboratory Technician,2,Married,7403,22477,4,Y,No,11,3,3,80,1,29,3,2,26,9,1,7,Navya Krish,HR,Recruitment Specialist,61,66.05,86.92,4.5,81.82,45,4.7,9,No
48,No,Travel_Rarely,1469,Research & Development,20,4,Medical,1,945,4,Male,51,3,1,Research Scientist,3,Married,2259,5543,4,Y,No,17,3,1,80,2,13,2,2,0,0,0,0,Tarini Sarraf,IT,Cybersecurity Specialist,91,87.9,98.35,4.4,92.48,46,3.3,18,No
31,No,Non-Travel,1188,Sales,20,2,Marketing,1,947,4,Female,45,3,2,Sales Executive,3,Married,6932,24406,1,Y,No,13,3,4,80,1,9,2,2,9,8,0,0,Zaina Sawhney,Sales,Account Manager,75,72.43,78.98,4.2,93.26,50,3.3,30,No
36,No,Travel_Rarely,188,Research & Development,7,4,Other,1,949,2,Male,65,3,1,Research Scientist,4,Single,4678,23293,2,Y,No,18,3,3,80,0,8,6,3,6,2,0,1,Charvi Dara,Sales,Business Development,82,60.28,96.41,3.1,95.95,44,3.2,23,No
38,No,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,1,950,4,Female,80,3,3,Research Director,1,Married,13582,16292,1,Y,No,13,3,2,80,1,15,3,3,15,12,5,11,Tushar Saini,Sales,Business Development,88,80.69,99.62,4.9,70.04,55,4.6,21,Yes
32,No,Non-Travel,1184,Research & Development,1,3,Life Sciences,1,951,3,Female,70,2,1,Laboratory Technician,2,Married,2332,3974,6,Y,No,20,4,3,80,0,5,3,3,3,0,0,2,Emir Desai,IT,Data Analyst,55,81.44,88.82,4.8,89.5,44,4.3,14,No
25,Yes,Travel_Rarely,867,Sales,19,2,Marketing,1,952,3,Male,36,2,1,Sales Representative,2,Married,2413,18798,1,Y,Yes,18,3,3,80,3,1,2,3,1,0,0,0,Ivana Bhatnagar,Finance,Accountant,100,77.55,80.62,4.2,89.32,51,4.5,3,Yes
40,No,Travel_Rarely,658,Sales,10,4,Marketing,1,954,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,2,Y,No,12,3,2,80,1,11,2,2,1,0,0,0,Yasmin Bhatt,IT,Data Analyst,66,86.16,96.17,4.2,99.49,54,4.8,3,No
26,No,Travel_Frequently,1283,Sales,1,3,Medical,1,956,3,Male,52,2,2,Sales Executive,1,Single,4294,11148,1,Y,No,12,3,2,80,0,7,2,3,7,7,0,7,Inaaya  Sethi,IT,Software Engineer,80,82.65,96.94,4.0,95.67,50,3.1,14,No
41,No,Travel_Rarely,263,Research & Development,6,3,Medical,1,957,4,Male,59,3,1,Laboratory Technician,1,Single,4721,3119,2,Y,Yes,13,3,3,80,0,20,3,3,18,13,2,17,Renee Jaggi,Marketing,Content Strategist,97,72.67,89.44,3.1,71.11,54,4.2,28,Yes
36,No,Travel_Rarely,938,Research & Development,2,4,Medical,1,958,3,Male,79,3,1,Laboratory Technician,3,Single,2519,12287,4,Y,No,21,4,3,80,0,16,6,3,11,8,3,9,Gatik Walla,HR,HR Manager,98,64.88,77.72,3.8,78.86,35,3.3,22,No
19,Yes,Travel_Rarely,419,Sales,21,3,Other,1,959,4,Male,37,2,1,Sales Representative,2,Single,2121,9947,1,Y,Yes,13,3,2,80,0,1,3,4,1,0,0,0,Inaaya  Dave,Finance,Auditor,67,87.9,79.51,4.4,89.54,37,4.0,30,No
20,Yes,Travel_Rarely,129,Research & Development,4,3,Technical Degree,1,960,1,Male,84,3,1,Laboratory Technician,1,Single,2973,13008,1,Y,No,19,3,2,80,0,1,2,3,1,0,0,0,Pranay Karpe,Sales,Sales Executive,62,77.78,98.68,4.7,97.63,42,3.1,12,No
31,No,Travel_Rarely,616,Research & Development,12,3,Medical,1,961,4,Female,41,3,2,Healthcare Representative,4,Married,5855,17369,0,Y,Yes,11,3,3,80,2,10,2,1,9,7,8,5,Arnav Bhatia,IT,Data Analyst,85,75.86,95.06,4.7,70.98,54,3.6,23,No
40,No,Travel_Frequently,1469,Research & Development,9,4,Medical,1,964,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,Y,Yes,14,3,4,80,1,3,2,3,1,1,0,0,Darshit Dayal,IT,Data Analyst,86,75.67,98.06,4.5,95.92,37,3.6,22,No
32,No,Travel_Rarely,498,Research & Development,3,4,Medical,1,966,3,Female,93,3,2,Manufacturing Director,1,Married,6725,13554,1,Y,No,12,3,3,80,1,8,2,4,8,7,6,3,Rati Malhotra,Marketing,Content Strategist,58,75.76,78.92,4.3,93.07,38,3.2,2,No
36,Yes,Travel_Rarely,530,Sales,3,1,Life Sciences,1,967,3,Male,51,2,3,Sales Executive,4,Married,10325,5518,1,Y,Yes,11,3,1,80,1,16,6,3,16,7,3,7,Inaaya  Dash,IT,Software Engineer,65,64.8,86.31,3.5,70.88,44,4.6,9,No
33,No,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,1,969,2,Female,42,2,2,Healthcare Representative,4,Single,6949,12291,0,Y,No,14,3,1,80,0,6,3,3,5,0,1,4,Adah Mani,Marketing,Marketing Executive,82,76.34,78.37,3.2,94.41,39,4.0,29,No
37,Yes,Travel_Rarely,625,Sales,1,4,Life Sciences,1,970,1,Male,46,2,3,Sales Executive,3,Married,10609,14922,5,Y,No,11,3,3,80,0,17,2,1,14,1,11,7,Himmat Kohli,Sales,Sales Executive,71,93.09,97.88,4.7,88.75,50,3.9,19,No
45,No,Non-Travel,805,Research & Development,4,2,Life Sciences,1,972,3,Male,57,3,2,Laboratory Technician,2,Married,4447,23163,1,Y,No,12,3,2,80,0,9,5,2,9,7,0,8,Shayak Chaudhuri,HR,HR Manager,80,70.2,82.75,3.3,80.61,36,4.9,14,No
29,No,Travel_Frequently,1404,Sales,20,3,Technical Degree,1,974,3,Female,84,3,1,Sales Representative,4,Married,2157,18203,1,Y,No,15,3,2,80,1,3,5,3,3,1,0,2,Vritika Srinivasan,Marketing,Marketing Executive,69,75.96,90.4,4.6,85.09,47,3.1,14,No
35,No,Travel_Rarely,1219,Sales,18,3,Medical,1,975,3,Female,86,3,2,Sales Executive,3,Married,4601,6179,1,Y,No,16,3,2,80,0,5,3,3,5,2,1,0,Anaya Thaman,HR,HR Manager,73,84.37,97.53,3.3,75.74,47,3.7,19,No
52,No,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,1,976,4,Male,70,3,4,Manager,4,Married,17099,13829,2,Y,No,15,3,2,80,1,26,2,2,9,8,7,8,Shaan Ganguly,IT,Software Engineer,98,93.49,92.03,4.8,99.11,55,4.5,26,Yes
58,Yes,Travel_Rarely,289,Research & Development,2,3,Technical Degree,1,977,4,Male,51,3,1,Research Scientist,3,Single,2479,26227,4,Y,No,24,4,1,80,0,7,4,3,1,0,0,0,Emir Maharaj,Sales,Business Development,87,67.06,94.84,4.8,92.29,44,3.8,17,No
53,No,Travel_Rarely,1376,Sales,2,2,Medical,1,981,3,Male,45,3,4,Manager,3,Divorced,14852,13938,6,Y,No,13,3,3,80,1,22,3,4,17,13,15,2,Sara Amble,IT,Cybersecurity Specialist,72,85.28,97.9,4.1,83.92,54,3.3,25,No
30,No,Travel_Rarely,231,Sales,8,2,Other,1,982,3,Male,62,3,3,Sales Executive,3,Divorced,7264,9977,5,Y,No,11,3,1,80,1,10,2,4,8,4,7,7,Sana Sule,Sales,Sales Executive,70,64.44,76.91,4.0,72.77,39,4.4,15,No
38,No,Non-Travel,152,Sales,10,3,Technical Degree,1,983,3,Female,85,3,2,Sales Executive,4,Single,5666,19899,1,Y,Yes,13,3,2,80,0,6,1,3,5,3,1,3,Aayush Sani,Marketing,SEO Specialist,63,61.02,91.27,4.2,82.84,46,4.9,26,No
35,No,Travel_Rarely,882,Sales,3,4,Life Sciences,1,984,4,Male,92,3,3,Sales Executive,4,Divorced,7823,6812,6,Y,No,13,3,2,80,1,12,2,3,10,9,0,8,Aayush Rana,Sales,Account Manager,60,85.03,77.7,3.8,94.02,41,3.8,20,No
39,No,Travel_Rarely,903,Sales,2,5,Life Sciences,1,985,1,Male,41,4,3,Sales Executive,3,Single,7880,2560,0,Y,No,18,3,4,80,0,9,3,3,8,7,0,7,Ira Mammen,Sales,Account Manager,76,92.11,90.32,4.9,71.23,40,3.1,22,No
40,Yes,Non-Travel,1479,Sales,24,3,Life Sciences,1,986,2,Female,100,4,4,Sales Executive,2,Single,13194,17071,4,Y,Yes,16,3,4,80,0,22,2,2,1,0,0,0,Uthkarsh Sha,Marketing,Marketing Executive,54,73.04,75.04,4.4,83.1,36,4.7,12,No
47,No,Travel_Frequently,1379,Research & Development,16,4,Medical,1,987,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067,6759,1,Y,Yes,19,3,3,80,0,20,3,4,19,10,2,7,Aniruddh Ray,Sales,Account Manager,85,90.27,89.57,3.4,94.61,42,3.6,3,No
36,No,Non-Travel,1229,Sales,8,4,Technical Degree,1,990,1,Male,84,3,2,Sales Executive,4,Divorced,5079,25952,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7,Vritika Dar,HR,Recruitment Specialist,88,81.92,82.36,3.9,81.57,41,4.1,1,Yes
31,Yes,Non-Travel,335,Research & Development,9,2,Medical,1,991,3,Male,46,2,1,Research Scientist,1,Single,2321,10322,0,Y,Yes,22,4,1,80,0,4,0,3,3,2,1,2,Heer Acharya,IT,Cybersecurity Specialist,83,85.36,88.6,3.7,80.55,39,4.3,30,No
33,No,Non-Travel,722,Sales,17,3,Life Sciences,1,992,4,Male,38,3,4,Manager,3,Single,17444,20489,1,Y,No,11,3,4,80,0,10,2,3,10,8,6,0,Arhaan Choudhary,Finance,Auditor,81,68.96,97.14,3.1,96.26,36,4.3,15,No
29,Yes,Travel_Rarely,906,Research & Development,10,3,Life Sciences,1,994,4,Female,92,2,1,Research Scientist,1,Single,2404,11479,6,Y,Yes,20,4,3,80,0,3,5,3,0,0,0,0,Samar Trivedi,Finance,Auditor,70,73.88,96.04,4.9,89.64,43,4.3,13,No
33,No,Travel_Rarely,461,Research & Development,13,1,Life Sciences,1,995,2,Female,53,3,1,Research Scientist,4,Single,3452,17241,3,Y,No,18,3,1,80,0,5,4,3,3,2,0,2,Adira Saraf,Marketing,Content Strategist,64,75.8,89.19,3.3,89.27,36,4.8,19,No
45,No,Travel_Rarely,974,Research & Development,1,4,Medical,1,996,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270,11005,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2,Samiha Chopra,Finance,Accountant,83,92.82,84.34,3.6,92.59,51,4.1,30,No
50,No,Travel_Rarely,1126,Research & Development,1,2,Medical,1,997,4,Male,66,3,4,Research Director,4,Divorced,17399,6615,9,Y,No,22,4,3,80,1,32,1,2,5,4,1,3,Chirag Dubey,Finance,Financial Analyst,94,63.31,85.59,3.6,95.43,46,4.1,2,Yes
33,No,Travel_Frequently,827,Research & Development,1,4,Other,1,998,3,Female,84,4,2,Healthcare Representative,2,Married,5488,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2,Oorja Sahota,IT,Software Engineer,66,62.35,87.99,3.7,76.32,55,4.1,27,No
41,No,Travel_Frequently,840,Research & Development,9,3,Medical,1,999,1,Male,64,3,5,Research Director,3,Divorced,19419,3735,2,Y,No,17,3,2,80,1,21,2,4,18,16,0,11,Aaryahi Grover,HR,Recruitment Specialist,68,77.59,79.88,4.4,98.95,44,4.0,15,No
27,No,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,1,1001,3,Female,37,3,1,Laboratory Technician,2,Married,2811,12086,9,Y,No,14,3,2,80,1,4,2,3,2,2,2,2,Mamooty Dalal,Sales,Sales Executive,63,76.89,77.35,3.6,77.18,55,3.3,2,No
45,No,Non-Travel,248,Research & Development,23,2,Life Sciences,1,1002,4,Male,42,3,2,Laboratory Technician,1,Married,3633,14039,1,Y,Yes,15,3,3,80,1,9,2,3,9,8,0,8,Kartik Bora,HR,Recruitment Specialist,91,62.4,86.29,3.9,93.89,35,3.6,18,No
47,No,Travel_Rarely,955,Sales,4,2,Life Sciences,1,1003,4,Female,83,3,2,Sales Executive,4,Single,4163,8571,1,Y,Yes,17,3,3,80,0,9,0,3,9,0,0,7,Suhana Buch,HR,Employee Relations,74,67.13,91.51,4.8,97.09,50,4.9,4,No
30,Yes,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,1004,1,Female,48,3,1,Research Scientist,3,Married,2132,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1,Aniruddh Handa,Finance,Financial Analyst,59,83.86,79.54,4.4,89.87,49,3.9,12,No
50,No,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1,1005,4,Male,95,3,4,Manufacturing Director,3,Married,13973,4161,3,Y,Yes,18,3,4,80,1,22,2,3,12,11,1,5,Baiju De,HR,Recruitment Specialist,90,78.67,87.93,3.4,99.51,50,4.9,28,Yes
38,No,Travel_Frequently,1391,Research & Development,10,1,Medical,1,1006,3,Male,66,3,1,Research Scientist,3,Married,2684,12127,0,Y,No,17,3,2,80,1,3,0,2,2,1,0,2,Bhamini Chowdhury,IT,Cybersecurity Specialist,77,86.7,75.08,5.0,77.71,50,3.5,30,No
46,No,Travel_Rarely,566,Research & Development,7,2,Medical,1,1007,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845,24208,6,Y,No,13,3,2,80,1,13,3,3,8,7,0,7,Kimaya Jaggi,HR,Recruitment Specialist,84,79.23,98.48,3.9,74.01,42,3.1,22,No
24,No,Travel_Rarely,1206,Research & Development,17,1,Medical,1,1009,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377,24117,1,Y,No,15,3,2,80,2,5,6,3,4,2,3,2,Sumer Kumar,IT,Software Engineer,99,64.8,77.36,3.8,75.24,41,4.9,25,Yes
35,Yes,Travel_Rarely,622,Research & Development,14,4,Other,1,1010,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743,10074,1,Y,Yes,24,4,4,80,1,5,2,1,4,2,0,2,Aarna Barad,Sales,Business Development,69,71.8,98.08,4.2,84.32,55,4.8,29,No
31,No,Travel_Frequently,853,Research & Development,1,1,Life Sciences,1,1011,3,Female,96,3,2,Manufacturing Director,1,Married,4148,11275,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3,Hiran Chacko,Sales,Business Development,69,87.69,79.53,4.5,91.36,46,3.9,8,No
18,No,Non-Travel,287,Research & Development,5,2,Life Sciences,1,1012,2,Male,73,3,1,Research Scientist,4,Single,1051,13493,1,Y,No,15,3,4,80,0,0,2,3,0,0,0,0,Krish Subramanian,Finance,Financial Analyst,97,69.51,95.81,4.9,93.18,37,3.4,24,No
54,No,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,1,1013,3,Female,56,3,3,Manufacturing Director,3,Married,10739,13943,8,Y,No,11,3,3,80,1,22,2,3,10,7,0,8,Kismat Dugar,Sales,Business Development,71,63.04,92.56,3.0,80.25,47,3.8,22,No
35,No,Travel_Rarely,583,Research & Development,25,4,Medical,1,1014,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388,6975,1,Y,Yes,11,3,3,80,1,16,3,2,16,10,10,1,Misha Karnik,Marketing,Marketing Executive,87,83.88,86.79,4.3,91.96,51,3.7,24,No
30,No,Travel_Rarely,153,Research & Development,8,2,Life Sciences,1,1015,2,Female,73,4,3,Research Director,1,Married,11416,17802,0,Y,Yes,12,3,3,80,3,9,4,2,8,7,1,7,Baiju Jha,Finance,Accountant,88,71.93,79.01,4.1,71.24,38,4.6,14,Yes
20,Yes,Travel_Rarely,1097,Research & Development,11,3,Medical,1,1016,4,Female,98,2,1,Research Scientist,1,Single,2600,18275,1,Y,Yes,15,3,1,80,0,1,2,3,1,0,0,0,Devansh Handa,Marketing,Marketing Executive,59,94.89,99.63,3.6,95.74,49,4.0,18,No
30,Yes,Travel_Frequently,109,Research & Development,5,3,Medical,1,1017,2,Female,60,3,1,Laboratory Technician,2,Single,2422,25725,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2,Shamik Goel,Sales,Business Development,88,67.32,76.03,3.7,97.27,36,4.5,22,Yes
26,No,Travel_Rarely,1066,Research & Development,2,2,Medical,1,1018,4,Male,32,4,2,Manufacturing Director,4,Married,5472,3334,1,Y,No,12,3,2,80,0,8,2,3,8,7,1,3,Vihaan Dey,HR,HR Manager,96,90.59,92.49,4.4,97.5,49,3.4,30,No
22,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1,1019,2,Male,94,1,1,Laboratory Technician,1,Married,2451,6881,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1,Veer Subramanian,IT,Software Engineer,91,89.9,79.9,4.0,73.5,49,4.3,16,Yes
48,No,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1022,1,Male,97,2,2,Healthcare Representative,3,Single,4240,13119,2,Y,No,13,3,4,80,0,19,0,3,2,2,2,2,Yasmin Dada,HR,Recruitment Specialist,69,89.84,88.54,3.7,83.06,35,4.4,16,No
48,No,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1,1024,3,Male,78,2,3,Healthcare Representative,3,Single,10999,22245,7,Y,No,14,3,2,80,0,27,3,3,15,11,4,8,Krish Bhargava,IT,Data Analyst,55,65.45,91.86,3.3,72.17,42,4.4,21,No
41,No,Travel_Rarely,549,Research & Development,7,2,Medical,1,1025,4,Female,42,3,2,Manufacturing Director,3,Single,5003,23371,6,Y,No,14,3,2,80,0,8,6,3,2,2,2,1,Madhup Bora,Sales,Account Manager,54,61.43,95.88,3.0,76.27,54,3.8,30,No
39,No,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,1026,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8,Sana Mallick,IT,Data Analyst,57,71.82,80.05,3.3,96.61,38,4.0,2,No
27,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,1027,1,Female,47,3,2,Manufacturing Director,4,Married,4227,4658,0,Y,No,18,3,2,80,1,4,2,3,3,2,2,2,Nehmat Samra,IT,Data Analyst,85,90.24,94.25,4.3,90.17,47,3.4,27,No
35,No,Travel_Rarely,802,Research & Development,10,3,Other,1,1028,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917,9541,1,Y,No,20,4,1,80,1,3,4,2,3,2,1,2,Indranil Chana,Marketing,Marketing Executive,61,79.2,91.03,3.2,84.99,40,4.3,26,No
42,No,Travel_Rarely,265,Sales,5,2,Marketing,1,1029,4,Male,90,3,5,Manager,3,Married,18303,7770,6,Y,No,13,3,2,80,0,21,3,4,1,0,0,0,Raunak Sundaram,Sales,Sales Executive,66,63.43,98.72,3.0,80.36,49,5.0,23,No
50,No,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,1030,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,Y,No,18,3,2,80,0,8,5,3,1,0,0,0,Nehmat Shenoy,Sales,Sales Executive,50,73.08,87.19,4.9,96.16,51,3.9,24,No
59,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1,1032,3,Female,69,2,4,Manufacturing Director,4,Single,13726,21829,3,Y,Yes,13,3,1,80,0,30,4,3,5,3,4,3,Gokul Bail,Sales,Account Manager,52,82.94,93.61,4.5,92.37,53,3.6,29,No
37,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1,1033,1,Female,61,1,2,Healthcare Representative,2,Married,4777,14382,5,Y,No,15,3,1,80,0,15,2,1,1,0,0,0,Samiha Gole,Finance,Auditor,85,88.0,80.93,3.5,85.64,43,4.1,10,No
55,No,Travel_Frequently,135,Research & Development,18,4,Medical,1,1034,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Y,Yes,14,3,4,80,2,17,3,3,8,7,6,7,Ishita Handa,Marketing,Content Strategist,98,69.78,87.67,4.7,88.54,38,4.9,2,Yes
41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,1,1035,2,Female,55,1,5,Research Director,3,Divorced,19973,20284,1,Y,No,22,4,2,80,2,21,3,3,21,16,5,10,Ojas Grover,Sales,Sales Executive,55,82.21,84.41,3.4,82.69,40,3.8,12,No
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,1,1036,2,Male,42,3,2,Sales Executive,4,Single,6861,4981,8,Y,Yes,12,3,3,80,0,19,1,3,1,0,0,0,Jayant Swamy,Marketing,Marketing Executive,79,64.0,98.58,3.8,85.08,47,3.4,0,No
26,Yes,Non-Travel,265,Sales,29,2,Medical,1,1037,2,Male,79,1,2,Sales Executive,1,Single,4969,21813,8,Y,No,18,3,4,80,0,7,6,3,2,2,2,2,Aayush Wadhwa,Finance,Accountant,66,75.32,85.46,4.9,79.26,38,4.0,0,No
52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1,1038,1,Female,57,1,5,Manager,4,Married,19845,25846,1,Y,No,15,3,4,80,1,33,3,3,32,14,6,9,Bhamini Bhavsar,Marketing,SEO Specialist,80,70.63,92.04,4.8,95.62,37,3.1,13,No
44,No,Travel_Rarely,1448,Sales,28,3,Medical,1,1039,4,Female,53,4,4,Sales Executive,4,Married,13320,11737,3,Y,Yes,18,3,3,80,1,23,2,3,12,11,11,11,Navya Dave,Finance,Financial Analyst,78,88.75,98.53,3.4,84.41,44,4.1,1,No
50,No,Non-Travel,145,Sales,1,3,Life Sciences,1,1040,4,Female,95,3,2,Sales Executive,3,Married,6347,24920,0,Y,No,12,3,1,80,1,19,3,3,18,7,0,13,Piya Boase,HR,HR Manager,56,69.1,84.3,3.6,91.57,42,3.1,26,No
36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,1042,3,Female,43,4,1,Laboratory Technician,1,Single,2743,8269,1,Y,No,16,3,3,80,0,18,1,3,17,13,15,14,Hrishita Doctor,HR,Recruitment Specialist,60,91.21,92.35,3.3,95.85,50,4.4,29,No
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,1,1043,4,Female,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Y,Yes,13,3,3,80,0,21,2,3,21,6,2,8,Darshit Sachdev,Marketing,Marketing Executive,88,72.68,80.94,3.1,95.81,46,3.6,11,No
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,1,1044,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,0,Y,No,19,3,4,80,0,3,2,2,2,2,2,2,Madhup Chand,Marketing,Marketing Executive,77,89.04,91.14,3.6,75.22,46,4.5,22,No
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,1045,4,Female,90,3,4,Manager,4,Married,17650,5404,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1,Siya Soni,HR,HR Manager,59,90.81,79.71,4.2,94.04,45,4.6,10,No
